#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Chromosomes	Organelles	Plasmids	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Anoplophora glabripennis	217634	PRJNA167479	167479	Animals	Insects	707.712	32.7	GCA_000390285.1	-	-	-	AQHT01	10473	-	-	2013/05/10	2014/08/04	Scaffold	The i5k Initiative	SAMN02222868
Dichomitus squalens LYAD-421 SS1	732165	PRJNA53511	53511	Fungi	Basidiomycetes	42.7484	55.6	GCA_000275845.1	-	-	-	AEID01	542	12509	12287	2012/07/03	2014/08/11	Scaffold	JGI	SAMN02981282
Ustilago hordei	120017	PRJEA79049	79049	Fungi	Basidiomycetes	21.1507	51.9	GCA_000286035.1	-	-	-	CAGI01	713	7230	7111	2012/05/18	2013/09/26	Contig	Helmholtz-Zentrum Muenchen, IBIS	-
Plasmodium cynomolgi strain B	1120755	PRJDA49901	49901	Protists	Apicomplexans	26.1813	40.5946	GCA_000321355.1	14	-	-	BAEJ01	1663	5776	5716	2012/05/31	2013/03/04	Chromosome	Osaka Univ.	-
Falco cherrug	345164	PRJNA168071	168071	Animals	Birds	1174.81	41.8	GCA_000337975.1	-	-	-	AKMU01	5863	14792	15783	2013/02/05	2014/08/11	Scaffold	BGI	SAMN02981426
Saprolegnia diclina VS20	1156394	PRJNA86859	86859	Protists	Other Protists	62.8858	58.6	GCA_000281045.1	-	-	-	AIJL01	390	17448	18229	2012/07/23	2014/08/11	Scaffold	Broad Institute	SAMN02981407
Takifugu flavidus	433684	PRJNA168966	168966	Animals	Fishes	378.032	45.2	GCA_000400755.1	-	-	-	AOOT01	34332	-	-	2013/05/16	2013/11/14	Scaffold	IOCAS	SRS366104
Metschnikowia fructicola 277	1200864	PRJNA179032	179032	Fungi	Ascomycetes	24.4822	45.5	GCA_000317355.1	-	-	-	ANFW01	-	-	-	2012/12/05	2013/03/29	Contig	Agricultural Research Organisation	SAMN01797239
Angomonas deanei	59799	PRJNA169008	169008	Protists	Kinetoplasts	34.1038	50.4	GCA_000442575.1	-	-	-	ATMG01	-	16936	16888	2013/07/31	2014/08/06	Contig	LNCC	SAMN02953856
Angomonas deanei	59799	PRJNA203418	203418	Protists	Kinetoplasts	23.0794	49.2	GCA_000482225.1	-	-	-	AUXM01	-	-	-	2013/10/25	2014/08/06	Contig	VCU	SAMN02953866
Pythium aphanidermatum DAOM BR444	1223555	PRJNA169051	169051	Protists	Other Protists	35.8768	53.8	GCA_000387445.2	-	-	-	AKXX02	1774	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981430
Pythium arrhenomanes ATCC 12531	1223556	PRJNA169052	169052	Protists	Other Protists	44.6726	57	GCA_000387505.2	-	-	-	AKXY02	10972	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981431
Pythium irregulare DAOM BR486	1223557	PRJNA169053	169053	Protists	Other Protists	42.9681	53.8	GCA_000387425.2	-	-	-	AKXZ02	5887	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981432
Pythium iwayamai DAOM BR242034	1223558	PRJNA169054	169054	Protists	Other Protists	43.1992	55.1	GCA_000387465.2	-	-	-	AKYA02	11541	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981433
Pythium vexans DAOM BR484	1223560	PRJNA169057	169057	Protists	Other Protists	33.8449	58.9	GCA_000387545.2	-	-	-	AKYC02	3685	-	-	2013/05/02	2014/08/11	Scaffold	Michigan State University	SAMN02981435
Leishmania aethiopica L147	1206056	PRJNA169673	169673	Protists	Kinetoplasts	31.9862	60.1	GCA_000444285.1	-	-	-	AUMB01	472	-	-	2013/08/05	2014/08/04	Scaffold	Kinetoplastid Genomes Consortium	SAMN02214601
Wickerhamomyces ciferrii	1041607	PRJEB29	169887	Fungi	Ascomycetes	15.9012	30.4	GCA_000313485.1	-	-	-	CAIF01	364	6702	6702	2012/09/13	2012/09/13	Contig	Center for Biotechnology	-
Fusarium pseudograminearum CS3096	1028729	PRJNA66583	66583	Fungi	Ascomycetes	36.9329	47.8	GCA_000303195.1	-	-	-	AFNW01	685	12447	12447	2012/10/05	2014/08/11	Contig	CSIRO	SAMN02981337
Musca domestica	7370	PRJNA176013	176013	Animals	Insects	750.404	36.1	GCA_000371365.1	-	-	-	AQPM01	20487	15578	17508	2013/04/16	2014/08/06	Scaffold	Glossina Genomes Consortium	SAMN02953849
Ensete ventricosum	4639	PRJNA170519	170519	Plants	Land Plants	172.242	38.9	GCA_000331365.1	-	-	-	AMZH01	14787	-	-	2013/01/07	2013/11/06	Scaffold	University of Exeter	SAMN01797775
Leishmania mexicana MHOM/GT/2001/U1103	929439	PRJEA60403	60403	Protists	Kinetoplasts	32.1087	59.7767	GCA_000234665.4	34	-	-	CADB01	588	8249	8147	2011/02/04	2012/08/16	Chromosome	Wellcome Trust Sanger Institute	-
Nosema apis BRL 01	1037528	PRJNA66735	66735	Fungi	Other Fungi	8.5695	18.8	GCA_000447185.1	-	-	-	ANPH01	554	2764	2764	2013/08/13	2014/08/04	Scaffold	Bee Research Laboratory, USDA-ARS, Beltsville, MD	SAMN01925610
Volvariella volvacea V23	706473	PRJNA175251	175251	Fungi	Basidiomycetes	35.72	48.8	GCA_000349905.1	-	-	-	AMXZ01	62	-	-	2013/04/01	2014/08/04	Scaffold	The Institute of Edible Fungi, Shanghai Academy of Agricultural Sciences	SAMN01818687
Volvariella volvacea PYd21	1216071	PRJNA171553	171553	Fungi	Basidiomycetes	36.6267	48.5	GCA_000355865.1	-	-	-	ANCH01	2304	-	-	2013/04/08	2014/08/11	Contig	Fujian Agriculture and Forestry University	SAMN02981474
Trichosporon asahii var. asahii CBS 8904	1220162	PRJNA172216	172216	Fungi	Basidiomycetes	25.2996	59.4	GCA_000299215.2	-	1	-	AMBO01	194	9037	8507	2012/09/24	2014/08/11	Scaffold	Beijing Military Command General Hospital of PLA, China	SAMN02981446
Trichosporon asahii var. asahii CBS 2479	1186058	PRJNA164647	164647	Fungi	Basidiomycetes	24.5403	59.5	GCA_000293215.1	-	1	-	ALBS01	78	8809	8300	2012/08/22	2014/08/11	Scaffold	Beijing Military Command General Hospital of PLA, China	SAMN02981437
Vittaforma corneae ATCC 50505	993615	PRJNA63501	63501	Fungi	Other Fungi	3.21352	36.5	GCA_000231115.1	-	-	-	AEYK01	220	2293	2239	2011/10/19	2014/08/11	Scaffold	Broad Institute	SAMN02981316
Stylonychia lemnae 2x8/2	755200	PRJNA47415	47415	Protists	Other Protists	27.1619	32.6	GCA_000325865.1	-	-	-	ADNZ01	-	-	-	2012/04/13	2014/08/06	Contig	HHMI JFRC	SAMN02953773
Phytophthora capsici LT1534	763924	PRJNA48515	48515	Protists	Other Protists	56.0343	50.4	GCA_000325885.1	-	-	-	ADVJ01	-	-	-	2012/07/31	2014/08/11	Contig	JGI	SAMN02981264
Crithidia fasciculata	5656	PRJNA165885	165885	Protists	Kinetoplasts	40.2474	56.6	GCA_000331325.1	-	-	-	AODS01	4377	-	-	2013/01/09	2014/08/06	Scaffold	Kinetoplastid Genomes Consortium	SAMN02953828
Strigomonas culicis	28005	PRJNA203517	203517	Protists	Kinetoplasts	23.5872	56.7	GCA_000482145.1	-	-	-	AUXH01	3002	-	-	2013/10/25	2014/08/06	Contig	Virginia Commonwealth University	SAMN02953861
Strigomonas culicis	28005	PRJNA170971	170971	Protists	Kinetoplasts	27.2838	54.3	GCA_000442495.1	-	-	-	ATMH01	-	12131	12083	2013/07/31	2014/08/06	Contig	LNCC	SAMN02953857
Pichia kudriavzevii M12	1213351	PRJNA171021	171021	Fungi	Ascomycetes	10.4485	38.3	GCA_000286515.1	-	-	-	ALNQ01	621	-	-	2012/08/10	2014/08/11	Contig	Universiti Teknologi Malaysia	SAMN02981439
Sebastes nigrocinctus	72089	PRJNA171384	171384	Animals	Fishes	687.55	40.7	GCA_000475235.1	-	-	-	AUPR01	138020	-	-	2013/10/18	2014/08/11	Scaffold	USC	SAMN02981553
Mesobuthus martensii	34649	PRJNA171479	171479	Animals	Other Animals	925.546	29.3	GCA_000484575.1	-	-	-	AYEL01	-	-	-	2013/10/28	2014/08/06	Contig	Institute of Plant Physiology & Ecology, Shanghai Institutes for Biology Sciences, CAS	SAMN02953875
Pelodiscus sinensis	13735	PRJNA68233	68233	Animals	Reptiles	2202.48	44.4999	GCA_000230535.1	-	1	-	AGCU01	19904	21252	29561	2012/07/24	2014/08/11	Scaffold	P. sinensis genome project consortium	SAMN02981371
Myotis davidii	225400	PRJNA171994	171994	Animals	Mammals	2059.8	42.7	GCA_000327345.1	-	-	-	ALWT01	101769	15630	15614	2012/12/17	2013/11/06	Scaffold	BGI	SAMN01103204
Marssonina brunnea f. sp. 'multigermtubi' MB_m1	1072389	PRJNA66127	66127	Fungi	Ascomycetes	51.9499	42.9	GCA_000298775.1	-	-	-	AFXC01	89	10027	10027	2012/08/16	2014/08/11	Scaffold	Nanjing Forestry University	SAMN02981355
Ophiostoma novo-ulmi subsp. novo-ulmi H327	1224258	PRJNA173023	173023	Fungi	Ascomycetes	31.8554	50.0468	GCA_000317715.1	-	1	-	AMZD01	10	-	-	2012/11/26	2014/08/11	Scaffold	Association of Biomolecular Resource Facilities	SAMN02981468
Zymoseptoria pseudotritici STIR04_4.3.1	985143	PRJNA63035	63035	Fungi	Ascomycetes	32.0973	53.4	GCA_000223685.2	-	-	-	AFIR01	1069	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981323
Zymoseptoria pseudotritici STIR04_2.2.1	985140	PRJNA63031	63031	Fungi	Ascomycetes	31.624	53.6	GCA_000223665.2	-	-	-	AFIQ01	978	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981322
Zymoseptoria pseudotritici STIR04_5.3	985141	PRJNA63037	63037	Fungi	Ascomycetes	32.7967	53.4	GCA_000223705.2	-	-	-	AFIS01	1146	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981324
Zymoseptoria pseudotritici STIR04_5.9.1	985142	PRJNA63039	63039	Fungi	Ascomycetes	32.4962	53.5	GCA_000223725.2	-	-	-	AFIT01	1150	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981325
Zymoseptoria pseudotritici STIR04_3.11.1	744267	PRJNA46489	46489	Fungi	Ascomycetes	33.4568	53.2	GCA_000226675.2	-	-	-	AFIO01	2408	-	-	2011/06/03	2014/08/11	Contig	Bioinformatics Reserach Center, Aarhus University	SAMN02981320
Zymoseptoria ardabiliae STIR04_1.1.2	985145	PRJNA63043	63043	Fungi	Ascomycetes	31.1363	53.8	GCA_000223765.2	-	-	-	AFIV01	705	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981328
Zymoseptoria ardabiliae STIR04_1.1.1	985147	PRJNA63041	63041	Fungi	Ascomycetes	30.9575	53.8	GCA_000223745.2	-	-	-	AFIU01	769	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981326
Zymoseptoria ardabiliae STIR04_3.13.1	985144	PRJNA63045	63045	Fungi	Ascomycetes	33.1904	53.6	GCA_000223785.2	-	-	-	AFIW01	1045	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981327
Zymoseptoria ardabiliae STIR04_3.3.2	985146	PRJNA63047	63047	Fungi	Ascomycetes	32.8568	53.8	GCA_000223805.2	-	-	-	AFIX01	1175	-	-	2011/08/08	2014/08/11	Contig	University of Aarhus, Bioinformatics Research Center	SAMN02981329
Epichloe elymi E56	1226778	PRJNA173776	173776	Fungi	Ascomycetes	32.3351	46.6	GCA_000315335.1	-	-	-	AMDJ01	-	-	-	2012/11/26	2014/08/11	Contig	University of Kentucky	SAMN02981457
Neotyphodium gansuense var. inebrians E818	1227659	PRJNA174039	174039	Fungi	Ascomycetes	29.6758	47	GCA_000309355.1	-	-	-	AMDK01	-	-	-	2012/10/31	2014/08/11	Contig	University of Kentucky	SAMN02981458
Lipotes vexillifer	118797	PRJNA174066	174066	Animals	Mammals	2429.21	41.4	GCA_000442215.1	-	1	-	AUPI01	30713	25869	26901	2013/07/24	2014/08/06	Scaffold	BGI	SAMN02953859
Mengenilla moldrzyki	1155016	PRJNA72521	72521	Animals	Insects	155.727	28.7	GCA_000281935.1	-	-	-	AGDA01	-	-	-	2012/07/27	2014/08/04	Contig	Zoologisches Forschungsmuseum Alexander Koenig	SAMN00715019
Apis dorsata	7462	PRJNA174631	174631	Animals	Insects	230.34	32.5	GCA_000469605.1	-	-	-	AUPE01	4040	11605	18144	2013/09/09	2014/08/08	Scaffold	Cold Spring Harbor Laboratory	SAMN02954476
Helobdella robusta	6412	PRJNA175704	175704	Animals	Other Animals	235.376	32.8	GCA_000326865.1	-	-	-	AMQM01	1991	23426	23426	2012/12/19	2014/08/01	Scaffold	DOE Joint Genome Institute	SAMN02769625
Lottia gigantea	225164	PRJNA175706	175706	Animals	Other Animals	359.506	33.3	GCA_000327385.1	-	-	-	AMQO01	4469	23827	23822	2012/12/20	2014/08/01	Scaffold	DOE Joint Genome Institute	SAMN02769626
Pseudopodoces humilis	181119	PRJNA175930	175930	Animals	Birds	1043	41.8001	GCA_000331425.1	-	1	-	ANZD01	5406	15930	18574	2013/01/09	2014/08/11	Scaffold	Beijing Genomics Institute (BGI)-Shenzhen	SAMN02981490
Capitella teleta	283909	PRJNA175705	175705	Animals	Other Animals	333.283	40.4	GCA_000328365.1	-	-	-	AMQN01	20803	31977	31978	2012/12/21	2014/08/01	Scaffold	DOE Joint Genome Institute	SAMN02769627
Amazona vittata	241585	PRJNA171587	171587	Animals	Birds	1175.4	41.5	GCA_000332375.1	-	-	-	AOCU01	182974	-	-	2013/01/18	2014/08/11	Scaffold	Puerto Rican Parrot Genome Project	SAMN02981494
Phytophthora lateralis MPF4	1254522	PRJNA177508	177508	Protists	Other Protists	43.9814	53.2	GCA_000318465.1	-	-	-	AMZP01	6372	-	-	2012/12/10	2014/08/11	Scaffold	University of Exeter	SAMN02981469
Phytophthora lateralis MPF6	1249587	PRJNA178937	178937	Protists	Other Protists	41.9606	53.4	GCA_000338795.1	-	-	-	ANHN01	3777	-	-	2013/02/08	2014/08/11	Scaffold	University of Exeter	SAMN02981477
Phytophthora lateralis SMST21	1249586	PRJNA178938	178938	Protists	Other Protists	43.8782	53.3	GCA_000338815.1	-	-	-	ANHO01	3221	-	-	2013/02/08	2014/08/11	Scaffold	University of Exeter	SAMN02981478
Phytophthora lateralis	129355	PRJNA184360	184360	Protists	Other Protists	46.4151	53.3	GCA_000333055.1	-	-	-	AOFH01	5628	-	-	2013/01/24	2014/08/04	Scaffold	University of Exeter	SAMN01840345
Apalone spinifera	55534	PRJNA177958	177958	Animals	Reptiles	1931.08	43	GCA_000385615.1	-	-	-	APJP01	286620	-	-	2013/04/26	2013/05/03	Scaffold	WUGSC	-
Candida maltosa Xu316	1245528	PRJNA184737	184737	Fungi	Ascomycetes	12.8263	34.2	GCA_000344705.1	-	-	-	AOGT01	2947	5986	5986	2013/03/06	2014/08/11	Contig	Tianjin Institute of Industrial Biotechnology,Chinese Academy of Science	SAMN02981501
Colletotrichum orbiculare MAFF 240422	1213857	PRJNA171217	171217	Fungi	Ascomycetes	90.0861	37.6	GCA_000350065.1	-	-	-	AMCV01	3370	13393	13346	2013/04/01	2014/08/11	Scaffold	RIKEN Plant Science Center	SAMN02981452
Trichoderma hamatum GD12	1247866	PRJNA178391	178391	Fungi	Ascomycetes	38.1761	48.6	GCA_000331835.1	-	-	-	ANCB01	2770	-	-	2013/01/15	2014/08/11	Scaffold	University of Exeter	SAMN02981472
Paracoccidioides sp. 'lutzii' Pb01	502779	PRJNA28731	28731	Fungi	Ascomycetes	32.9742	42.8	GCA_000150705.1	-	-	-	ABKH01	114	9250	9136	2008/03/20	2014/08/06	Scaffold	Broad Institute	SAMN02953719
Leucoagaricus gongylophorus Ac12	1258663	PRJNA179280	179280	Fungi	Basidiomycetes	100.245	35.1	GCA_000382605.1	-	-	-	ANIS01	-	-	-	2013/04/25	2014/08/11	Contig	UW-Madison	SAMN02981481
Trachipleistophora hominis	72359	PRJNA84343	84343	Fungi	Other Fungi	8.49818	34.1	GCA_000316135.1	-	-	-	ANCC01	310	3253	3212	2012/11/27	2014/08/11	Scaffold	Institute for Cell and Molecular Biosciences, Newcastle University	SAMN02981473
Megaselia scalaris	36166	PRJEB1273	188946	Animals	Insects	303.386	33.6	GCA_000341915.1	-	-	-	CAQQ01	-	-	-	2013/02/07	2013/03/22	Contig	EBI	-
Cercospora canescens BHU	1268270	PRJNA183604	183604	Fungi	Ascomycetes	33.9672	52	GCA_000347735.1	-	-	-	ANSM01	-	-	-	2013/03/20	2014/08/11	Contig	Banaras Hindu University	SAMN02981488
Phytophthora kernoviae 00238/432	1284355	PRJNA184368	184368	Protists	Other Protists	43.2087	49.7	GCA_000333075.1	-	-	-	AOFI01	1805	-	-	2013/01/24	2014/08/11	Scaffold	University of Exeter	SAMN02981496
Phytophthora kernoviae 00629/1	1284356	PRJNA184369	184369	Protists	Other Protists	43.2952	49.6	GCA_000333095.1	-	-	-	AOFJ01	2542	-	-	2013/01/24	2014/08/11	Scaffold	University of Exeter	SAMN02981497
Phytophthora kernoviae 00844/4	1284357	PRJNA184370	184370	Protists	Other Protists	42.7166	49.7	GCA_000333115.1	-	-	-	AOFK01	2538	-	-	2013/01/24	2014/08/11	Scaffold	University of Exeter	SAMN02981498
Phytophthora kernoviae	325452	PRJNA190826	190826	Protists	Other Protists	40.9113	50.4	GCA_000448265.1	-	-	-	AUUF01	2521	-	-	2013/08/19	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178789
Rhizopus microsporus var. chinensis CCTCC M201021	1271458	PRJNA179339	179339	Fungi	Other Fungi	45.7001	36.9	GCA_000325505.1	-	-	-	ANKS01	3431	-	-	2012/12/18	2014/08/11	Contig	Lab of Brewing Microbiology and Applied Enzymology	SAMN02981482
Cryptococcus flavescens NRRL Y-50378	1279117	PRJEB640	185775	Fungi	Basidiomycetes	22.7905	58.5	GCA_000442785.1	-	-	-	CAUG01	712	-	-	2013/04/24	2013/07/17	Contig	OSU/OARDC	-
Panagrellus redivivus	6233	PRJNA186477	186477	Animals	Roundworms	65.0931	44.3	GCA_000341325.1	-	-	-	AOMH01	940	-	-	2013/02/19	2014/08/06	Scaffold	California Institute of Technology	SAMN02953831
Pseudozyma antarctica T-34	1151754	PRJDB53	186736	Fungi	Basidiomycetes	18.0656	61.1	GCA_000334475.1	-	-	-	BAFG01	27	6560	6640	2013/01/16	2014/03/07	Scaffold	National Institute of Advanced Industrial Science and Technology	-
Rhizoctonia solani AG-1 IA	983506	PRJNA51401	51401	Fungi	Basidiomycetes	36.9381	47.6	GCA_000334115.1	-	-	-	AFRT01	2648	10593	10489	2013/01/28	2014/08/11	Scaffold	Rice Research Institute of Sichuan Agricultural University	SAMN02981347
Actinidia chinensis	3625	PRJNA187206	187206	Plants	Land Plants	604.217	35.2	GCA_000467755.1	-	-	-	AONS01	-	-	-	2013/09/16	2014/08/11	Contig	Boyce Thompson Institute	SAMN02981505
Penicillium paxilli ATCC 26601	1292256	PRJNA189173	189173	Fungi	Ascomycetes	34.8025	47.9	GCA_000347475.1	-	-	-	AOTG01	420	-	-	2013/03/18	2014/08/11	Scaffold	Massey University	SAMN02981508
Eutypa lata UCREL1	1287681	PRJNA187490	187490	Fungi	Ascomycetes	54.0058	46.6	GCA_000349385.1	-	-	-	AORF01	2334	11685	11685	2013/03/27	2014/08/04	Scaffold	UC Davis	SAMN01906717
Neofusicoccum parvum UCRNP2	1287680	PRJNA187491	187491	Fungi	Ascomycetes	42.5928	56.8	GCA_000385595.1	-	-	-	AORE01	1297	10366	10366	2013/04/25	2014/08/04	Scaffold	UC Davis	SAMN01906718
Togninia minima UCRPA7	1286976	PRJNA188116	188116	Fungi	Ascomycetes	47.4654	49.7	GCA_000392275.1	-	-	-	AORD01	624	8834	8834	2013/05/10	2014/08/04	Scaffold	UC Davis	SAMN01908518
Porphyridium purpureum	35688	PRJNA189757	189757	Other	Other	19.4519	55.5	GCA_000397085.1	-	-	-	AROW01	3014	-	-	2013/05/16	2014/08/11	Contig	Rutgers University	SAMN02981527
Triticum urartu	4572	PRJNA182347	182347	Plants	Land Plants	3747.05	45.6	GCA_000347455.1	-	-	-	AOTI01	499221	10401	7824	2013/03/01	2014/07/25	Scaffold	BGI	SAMN00217315
Phytophthora alni subsp. alni	299392	PRJNA190823	190823	Protists	Other Protists	236	52.1	GCA_000439335.1	-	-	-	AUPN01	118474	-	-	2013/07/22	2013/07/23	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178788
Phytophthora cambivora	53983	PRJNA190824	190824	Protists	Other Protists	230.616	53.5	GCA_000443045.1	-	-	-	AUVH01	72332	-	-	2013/08/01	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178787
Phytophthora cryptogea	4786	PRJNA190825	190825	Protists	Other Protists	103.037	52.4	GCA_000468175.1	-	-	-	AUWJ01	20849	-	-	2013/09/16	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178792
Cronartium comandrae C4	1301515	PRJNA190832	190832	Fungi	Basidiomycetes	68.6058	40.2	GCA_000464975.1	-	-	-	AUZW01	35717	-	-	2013/09/06	2014/08/04	Scaffold	Tree Aggressors Identification using Genomic Approaches	SAMN02178793
Lethenteron camtschaticum	980415	PRJNA192554	192554	Animals	Fishes	1030.66	48	GCA_000466285.1	-	-	-	APJL01	86125	-	-	2013/09/10	2014/08/11	Scaffold	Institute of Molecular and Cell Biology	SAMN02981514
Pyrenophora seminiperda CCB06	1302712	PRJNA192591	192591	Fungi	Ascomycetes	32.5392	49.9	GCA_000465215.1	-	-	-	ATLS01	54	-	-	2013/09/09	2014/08/11	Scaffold	Brigham Young University	SAMN02981545
Hirsutella thompsonii MTCC6686	1303645	PRJNA192878	192878	Fungi	Ascomycetes	36.4389	52.6	GCA_000472125.1	-	-	-	APKU01	2267	-	-	2013/09/30	2014/08/11	Contig	Institute of Microbial Technology	SAMN02981516
Hirsutella thompsonii MTCC3556	1303644	PRJNA192877	192877	Fungi	Ascomycetes	34.5574	52.9	GCA_000472145.1	-	-	-	APKB01	621	-	-	2013/09/30	2014/08/11	Contig	Institute of Microbial Technology	SAMN02981517
Haemonchus contortus	6289	PRJEB506	194485	Animals	Roundworms	319.758	43.1	GCA_000469685.1	-	-	-	CAVP01	12915	19761	18472	2013/05/10	2014/01/30	Scaffold	SC	-
Haemonchus contortus	6289	PRJNA205202	205202	Animals	Roundworms	319.564	42.4	GCA_000442195.1	-	-	-	AUUS01	14388	-	-	2013/07/31	2013/11/01	Scaffold	Cornell University	SAMN02251403
Ladona fulva	123851	PRJNA194433	194433	Animals	Insects	1158.11	36.5	GCA_000376725.1	-	-	-	APVN01	10166	-	-	2013/04/22	2014/08/04	Scaffold	i5K-pilot	SAMN02178325
Wallemia ichthyophaga EXF-994	1299270	PRJNA193177	193177	Fungi	Basidiomycetes	9.65563	45.3	GCA_000400465.1	-	-	-	APLC01	82	5000	4863	2013/04/23	2014/08/11	Scaffold	BGI	SAMN02981518
Dactylellina haptotyla CBS 200.50	1284197	PRJNA186729	186729	Fungi	Ascomycetes	39.5319	45.3	GCA_000441935.1	-	-	-	AQGS01	1279	10959	10959	2013/07/23	2014/08/11	Scaffold	Lund University	SAMN02981526
Leavenworthia alabamica	310722	PRJNA202983	202983	Plants	Land Plants	173.432	33.6	GCA_000411055.1	-	-	-	ASXC01	11715	-	-	2013/06/12	2013/06/14	Scaffold	McGill University	SAMN02146679
Zonotrichia albicollis	44394	PRJNA197293	197293	Animals	Birds	1052.6	41.8	GCA_000385455.1	-	-	-	ARWJ01	6018	15235	18715	2013/04/26	2014/08/11	Scaffold	White-throated sparrow consortium	SAMN02981528
Anopheles nili	185578	PRJNA197423	197423	Animals	Insects	98.32	45.7	GCA_000439205.1	-	-	-	ATLZ01	-	-	-	2013/07/22	2014/08/06	Contig	Virginia Tech	SAMN02953855
Guignardia citricarpa CGMCC3.14348	1291520	PRJNA188924	188924	Fungi	Ascomycetes	32.0072	52.6	GCA_000382785.1	-	-	-	AOTE01	-	-	-	2013/04/25	2014/08/11	Contig	Zhejiang university	SAMN02981507
Cleome hassleriana	28532	PRJNA175230	175230	Plants	Land Plants	249.93	39.4	GCA_000463585.1	-	-	-	AOUI01	12249	-	-	2013/09/03	2014/08/11	Scaffold	Beijing Genomics Institution-shenzhen	SAMN02981509
Morus notabilis	981085	PRJNA202089	202089	Plants	Land Plants	320.379	34.9	GCA_000414095.2	-	-	-	ATGF01	31301	29261	26965	2013/06/24	2014/02/25	Scaffold	BGI	SRS419162
Sisymbrium irio	3730	PRJNA202979	202979	Plants	Land Plants	245.55	36	GCA_000411075.1	-	-	-	ASZH01	21357	-	-	2013/06/13	2013/06/14	Scaffold	McGill University	SAMN02152446
Aethionema arabicum	228871	PRJNA202984	202984	Plants	Land Plants	192.488	33.7	GCA_000411095.1	-	-	-	ASZG01	18312	-	-	2013/06/12	2013/06/14	Scaffold	McGill University	SAMN02169162
Colletotrichum gloeosporioides Nara gc5	1213859	PRJNA171218	171218	Fungi	Ascomycetes	55.6071	53.6	GCA_000319635.1	-	-	-	ANPB01	1241	15469	15381	2012/12/12	2014/08/11	Scaffold	RIKEN Plant Science Center	SAMN02981487
Colletotrichum gloeosporioides Cg-14	1237896	PRJNA176412	176412	Fungi	Ascomycetes	53.2099	53.4	GCA_000446055.1	-	-	-	AMYD01	-	16538	16538	2013/08/13	2014/08/11	Contig	Agricultural Research Organization, the Volcani Center, Bet Dagan 50250, Israel	SAMN02981466
Pseudozyma hubeiensis SY62	1305764	PRJDB993	203274	Fungi	Basidiomycetes	18.4429	56.5	GCA_000403515.1	-	-	-	BAOW01	74	7619	7472	2013/05/16	2013/07/09	Scaffold	Kitami Institute of Technology	-
Ara macao	176014	PRJNA189648	189648	Animals	Birds	1204.7	41.4001	GCA_000400695.1	-	1	-	AOUJ01	192790	-	-	2013/05/20	2013/06/26	Scaffold	Texas A&M University	SAMN03000706
Ara macao	176014	PRJNA175470	175470	Animals	Birds	1035.92	41.4	GCA_000400545.1	-	-	-	AMXX01	-	-	-	2013/05/20	2014/08/11	Contig	Texas A&M University	SAMN02981465
Angomonas desouzai	59800	PRJNA203515	203515	Protists	Kinetoplasts	24.2509	49.2	GCA_000482185.1	-	-	-	AUXL01	-	-	-	2013/10/25	2014/08/06	Contig	VCU	SAMN02953865
Botryllus schlosseri	30301	PRJNA205369	205369	Animals	Other Animals	579.633	40.6	GCA_000444245.1	-	-	-	ATSW01	120139	-	-	2013/07/05	2013/08/07	Scaffold	Stanford University	SAMN02179234
Rhizopus delemar RA 99-880	246409	PRJNA13066	13066	Fungi	Other Fungi	46.1489	35.6	GCA_000149305.1	-	-	-	AACW02	83	17703	17459	2005/03/17	2014/08/06	Scaffold	Broad Institute	SAMN02953598
Rhizophagus irregularis DAOM 181602	747089	PRJNA208392	208392	Fungi	Other Fungi	90.3752	27.6	GCA_000439145.2	-	-	-	AUPC01	28039	29920	29830	2013/07/17	2014/08/04	Scaffold	DOE Joint Genome Institute	SAMN02744054
Myotis brandtii	109478	PRJNA178678	178678	Animals	Mammals	2107.24	42.6	GCA_000412655.1	-	-	-	ANKR01	169750	19659	19484	2013/06/19	2013/09/18	Scaffold	BGI	SAMN01801565
