#Organism/Name	Kingdom	Group	SubGroup	Plasmid Name	RefSeq	INSDC	Size (Kb)	GC%	Protein	rRNA	tRNA	Other RNA	Gene	Pseudogene
Haloarcula marismortui ATCC 43049	Archaea	Euryarchaeota	Halobacteria	pNG300	NC_006391.1	AY596292	39.521	60.0187	40	-	-	-	40	-
Haloarcula marismortui ATCC 43049	Archaea	Euryarchaeota	Halobacteria	pNG600	NC_006394.1	AY596295	155.3	58.3329	166	-	1	-	167	-
Haloarcula marismortui ATCC 43049	Archaea	Euryarchaeota	Halobacteria	pNG100	NC_006389.1	AY596290	33.303	54.2534	36	-	-	-	36	-
Haloarcula marismortui ATCC 43049	Archaea	Euryarchaeota	Halobacteria	pNG700	NC_006395.1	AY596296	410.554	59.1191	362	1	-	-	363	-
Haloarcula sp. AS7094	Archaea	Euryarchaeota	Halobacteria	pSCM201	NC_006426.2	AY443099	3.463	59.9191	4	-	-	-	4	-
Halobacillus halophilus DSM 2266 type strain: DSM 2266	Bacteria	Firmicutes	Bacilli	PL16	NC_017669.1	HE717024	16.047	43.0112	10	-	-	-	10	-
Halobacillus halophilus DSM 2266 type strain: DSM 2266	Bacteria	Firmicutes	Bacilli	PL3	NC_017670.1	HE717025	3.329	36.4974	4	-	-	-	4	-
Halobacterium salinarum J7	Archaea	Euryarchaeota	Halobacteria	pHH205	NC_003158.1	AY048850	16.341	61.104	-	-	-	-	-	-
Halobacterium salinarum	Archaea	Euryarchaeota	Halobacteria	pHSB	NC_002121.1	-	1.736	64.1129	1	-	-	-	1	-
Halobacterium salinarum	Archaea	Euryarchaeota	Halobacteria	pPHIHL	NC_010088.1	X65098	12.041	61.3155	-	-	-	-	-	-
Halobacterium salinarum R1	Archaea	Euryarchaeota	Halobacteria	PHS1	NC_010366.1	AM774416	147.625	57.4483	152	-	-	-	174	22
Halobacterium salinarum R1	Archaea	Euryarchaeota	Halobacteria	PHS2	NC_010369.1	AM774417	194.963	58.5901	200	-	-	-	230	30
Halobacterium salinarum R1	Archaea	Euryarchaeota	Halobacteria	PHS4	NC_010367.1	AM774419	40.894	57.9107	39	-	-	-	40	1
Halobacterium salinarum R1	Archaea	Euryarchaeota	Halobacteria	PHS3	NC_010368.1	AM774418	284.332	59.7886	248	-	-	-	305	57
Halobacterium sp. GN101	Archaea	Euryarchaeota	Halobacteria	pHGN1	NC_002124.1	X16460	1.765	62.6629	1	-	-	-	1	-
Halobacterium sp. NRC-1	Archaea	Euryarchaeota	Halobacteria	pNRC100	NC_001869.1	AF016485	191.346	57.9087	176	-	-	-	176	-
Halobacterium sp. NRC-1	Archaea	Euryarchaeota	Halobacteria	pNRC200	NC_002608.1	AE004438	365.425	59.2242	371	-	-	-	371	-
Haloferax lucentense Aa 2.2	Archaea	Euryarchaeota	Halobacteria	pHK2	NC_019285.1	GU321094	10.795	61.0005	13	-	-	-	13	-
Haloferax mediterranei ATCC 33500 CGMCC 1.2087	Archaea	Euryarchaeota	Halobacteria	pHM500	NC_017944.1	CP001871	504.705	57.5102	480	-	-	-	480	-
Haloferax mediterranei ATCC 33500 CGMCC 1.2087	Archaea	Euryarchaeota	Halobacteria	pHM300	NC_017943.1	CP001870	321.908	57.8985	291	-	1	-	292	-
Haloferax mediterranei ATCC 33500 CGMCC 1.2087	Archaea	Euryarchaeota	Halobacteria	pHM100	NC_017942.1	CP001869	129.21	57.5575	141	-	-	-	142	1
Haloferax mediterranei ATCC 33500	Archaea	Euryarchaeota	Halobacteria	HMPLAS3	-	CP007552.1	131.983	57.265	110	-	-	-	117	7
Haloferax mediterranei ATCC 33500	Archaea	Euryarchaeota	Halobacteria	HMPLAS1	-	CP007554.1	505.931	57.5031	400	-	-	-	434	34
Haloferax mediterranei ATCC 33500	Archaea	Euryarchaeota	Halobacteria	HMPLAS2	-	CP007553.1	321.908	57.8988	267	-	1	-	269	1
Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	pHV2	NC_001375.1	J03014	6.354	56.0434	4	-	-	-	4	-
Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	pHV1	NC_013968.1	CP001957	85.092	55.4988	78	-	-	-	88	10
Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	pHV2	NC_013965.1	CP001954	6.359	56.0623	5	-	-	-	6	1
Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	pHV3	NC_013964.1	CP001953	437.906	65.5595	376	-	-	-	380	4
Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	pHV4	NC_013966.1	CP001955	635.786	61.6652	611	-	-	-	635	24
Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halobacteria	pHBOR01	NC_014735.1	CP001691	362.194	56.1017	309	-	-	-	318	9
Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halobacteria	pHBOR03	NC_014736.1	CP001693	210.35	56.4559	189	-	-	-	189	-
Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halobacteria	pHBOR05	NC_014737.1	CP001695	17.535	64.6478	23	-	-	-	23	-
Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halobacteria	pHBOR04	NC_014732.1	CP001694	194.834	58.827	179	-	-	-	180	1
Halogeometricum borinquense DSM 11551	Archaea	Euryarchaeota	Halobacteria	pHBOR02	NC_014731.1	CP001692	339.01	57.2576	305	-	-	-	317	12
Halomicrobium mukohataei DSM 12286	Archaea	Euryarchaeota	Halobacteria	pHmuk01	NC_013201.1	CP001689	221.862	64.1516	176	4	-	-	198	18
Halomonas sp. ZM3	Bacteria	Proteobacteria	Gammaproteobacteria	pZM3H1	NC_019426.1	JX569338	31.37	57.6251	42	-	-	-	42	-
halophilic archaeon DL31	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	phalar01	NC_015955.1	CP002989	705.81	56.1498	629	-	-	-	687	58
halophilic archaeon DL31	Archaea	unclassified Archaea	unclassified Archaea (miscellaneous)	phalar02	NC_015959.1	CP002990	23.659	61.4608	31	-	-	-	31	-
Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halobacteria	pHALXA01	NC_015658.1	CP002840	436.718	61.5322	345	-	-	-	379	34
Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halobacteria	pHALXA02	NC_015667.1	CP002841	181.778	58.9972	189	-	-	-	206	17
Halopiger xanaduensis SH-6	Archaea	Euryarchaeota	Halobacteria	pHALXA03	NC_015659.1	CP002842	68.763	62.1512	99	-	-	-	100	1
Haloquadratum walsbyi C23 DSM 16854	Archaea	Euryarchaeota	Halobacteria	PL6B	NC_017458.1	FR746102	6.056	52.031	6	-	-	-	6	-
Haloquadratum walsbyi C23 DSM 16854	Archaea	Euryarchaeota	Halobacteria	PL100	NC_017457.1	FR746100	100.258	43.8568	70	-	-	-	83	13
Haloquadratum walsbyi C23 DSM 16854	Archaea	Euryarchaeota	Halobacteria	PL6A	NC_017460.1	FR746101	6.129	51.0524	6	-	-	-	6	-
Haloquadratum walsbyi DSM 16790 strain: DSM 16790 = HBSQ001	Archaea	Euryarchaeota	Halobacteria	PL47	NC_008213.1	AM180089	46.867	47.6732	36	-	-	-	39	3
Halorhabdus tiamatea SARL4B type strain: SARL4B	Archaea	Euryarchaeota	Halobacteria	II	NC_021913.1	HF571521	330.369	57.4094	280	-	-	-	280	-
Halorubrum lacusprofundi ATCC 49239	Archaea	Euryarchaeota	Halobacteria	pHLAC01	NC_012030.1	CP001367	431.338	54.8609	376	-	-	-	402	26
Halorubrum saccharovorum	Archaea	Euryarchaeota	Halobacteria	pZMX101	NC_004531.1	AF389188	3.918	65.9775	7	-	-	-	7	-
Halostagnicola larsenii XH-48	Archaea	Euryarchaeota	Halobacteria	unnamed	-	CP007056.1	573.68	59.8264	502	-	-	-	502	-
Halostagnicola larsenii XH-48	Archaea	Euryarchaeota	Halobacteria	unnamed2	-	CP007057.1	464.581	56.9696	432	-	-	-	432	-
Halostagnicola larsenii XH-48	Archaea	Euryarchaeota	Halobacteria	unnamed3	-	CP007058.1	172.663	59.1922	178	-	-	-	178	-
Halostagnicola larsenii XH-48	Archaea	Euryarchaeota	Halobacteria	unnamed4	-	CP007059.1	130.926	59.4236	135	-	-	-	135	-
Haloterrigena thermotolerans H13	Archaea	Euryarchaeota	Halobacteria	pSN	NC_013536.1	DQ400913	2.272	67.6937	1	-	-	-	1	-
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR04	NC_013747.1	CP001864	171.943	64.6086	159	-	-	-	159	-
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR03	NC_013746.1	CP001863	180.781	54.7298	175	-	-	-	218	43
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR02	NC_013745.1	CP001862	413.648	59.7537	329	-	-	-	368	39
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR05	NC_013748.1	CP001865	71.062	59.9561	97	-	-	-	98	1
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR01	NC_013744.1	CP001861	698.495	61.1589	593	-	-	-	644	51
Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	pHTUR06	NC_013749.1	CP001866	15.815	58.1473	21	-	-	-	22	1
Helicobacter acinonychis str. Sheeba	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHac1	NC_008230.1	AM260523	3.661	34.5534	6	-	-	-	6	-
Helicobacter bizzozeronii CIII-1	Bacteria	Proteobacteria	delta/epsilon subdivisions	phbz1	NC_015670.1	FR871758	52.076	42.2344	77	-	-	-	77	-
Helicobacter cetorum MIT 00-7128	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHCW	NC_017738.1	CP003480	12.465	34.4966	14	-	-	-	14	-
Helicobacter cetorum MIT 99-5656	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHCD	NC_017736.1	CP003482	14.124	32.7244	15	-	-	-	15	-
Helicobacter cinaedi PAGU611	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHci1	NC_017762.1	AP012345	23.054	31.5477	29	-	-	-	29	-
Helicobacter pylori AL236	Bacteria	Proteobacteria	delta/epsilon subdivisions	pAL236-5	NC_014163.1	HM125989	1.216	33.8816	1	-	-	-	1	-
Helicobacter pylori OU145B	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPO100	NC_002110.1	AF056496	3.52	36.1932	2	-	-	-	2	-
Helicobacter pylori AL236	Bacteria	Proteobacteria	delta/epsilon subdivisions	pAL236-11	NC_014161.1	HM125987	3.148	35.9276	2	-	-	-	2	-
Helicobacter pylori 489	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHP489	NC_001843.1	AF027303	1.222	33.3061	1	-	-	-	1	-
Helicobacter pylori HPM180	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPM180	NC_001756.1	U12689	3.506	37.0222	2	-	-	-	2	-
Helicobacter pylori HPM8	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPM8	NC_004845.1	AF275307	7.817	33.4144	6	-	-	-	6	-
Helicobacter pylori	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHel5	NC_004949.1	AF469113	18.291	34.4158	15	-	-	-	17	2
Helicobacter pylori HPM186	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPM186	NC_001476.1	AF077006	12.887	35.9199	5	-	-	-	5	-
Helicobacter pylori AL226	Bacteria	Proteobacteria	delta/epsilon subdivisions	pAL226	NC_013547.1	DQ239897	9.897	35.7886	13	-	-	-	13	-
Helicobacter pylori P8	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHel4	NC_004950.1	AF469112	10.97	34.2935	15	-	-	-	15	-
Helicobacter pylori AL202	Bacteria	Proteobacteria	delta/epsilon subdivisions	pAL202	NC_005917.1	AY584531	12.12	34.2822	15	-	-	-	15	-
Helicobacter pylori CCUG 17874	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHP666	NC_010932.1	DQ198799	8.108	35.5821	9	-	-	-	9	-
Helicobacter pylori 69	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHP69	NC_010884.1	DQ915941	9.153	33.9779	11	-	-	-	11	-
Helicobacter pylori AL236	Bacteria	Proteobacteria	delta/epsilon subdivisions	pAL236-2	NC_014162.1	HM125988	1.448	37.5691	1	-	-	-	1	-
Helicobacter pylori	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHP51	NC_004767.1	AY267368	3.955	35.2971	2	-	-	-	2	-
Helicobacter pylori Aklavik117	Bacteria	Proteobacteria	delta/epsilon subdivisions	p2HPAKL117	NC_019562.1	CP003485	2.891	36.3888	2	-	-	-	2	-
Helicobacter pylori Aklavik117	Bacteria	Proteobacteria	delta/epsilon subdivisions	p1HPAKL117	NC_019561.1	CP003484	18.787	33.0015	16	-	-	-	16	-
Helicobacter pylori Aklavik86	Bacteria	Proteobacteria	delta/epsilon subdivisions	p1HPAKL86	NC_019564.1	CP003477	12.113	33.7901	12	-	-	-	12	-
Helicobacter pylori Aklavik86	Bacteria	Proteobacteria	delta/epsilon subdivisions	p2HPAKL86	NC_019565.1	CP003478	1.634	36.7197	1	-	-	-	1	-
Helicobacter pylori B8	Bacteria	Proteobacteria	delta/epsilon subdivisions	HPB8p	NC_014257.1	FN665651	6.032	35.8753	5	-	-	-	5	-
Helicobacter pylori ELS37	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPELS37	NC_017064.1	CP002954	5.289	35.9236	6	-	-	-	6	-
Helicobacter pylori F30	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPF30	NC_017369.1	AP011942	9.129	34.133	5	-	-	-	5	-
Helicobacter pylori F32	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPF32	NC_017370.1	AP011944	2.637	36.7463	1	-	-	-	1	-
Helicobacter pylori G27	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPG27	NC_011334.1	CP001174	10.031	34.8719	11	-	-	-	11	-
Helicobacter pylori Gambia94/24	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NC_017364.1	CP002333	2.557	37.4267	1	-	-	-	1	-
Helicobacter pylori HPAG1	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPAG1	NC_008087.1	CP000242	9.37	36.3927	8	-	-	-	8	-
Helicobacter pylori HUP-B14	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPB14	NC_017734.1	CP003487	8.304	36.5005	8	-	-	-	8	-
Helicobacter pylori Lithuania75	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NC_017363.1	CP002335	16.029	33.6827	19	-	-	-	19	-
Helicobacter pylori OK310	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPOK310	NC_020556.1	AP012602	4.158	36.4117	2	-	-	-	2	-
Helicobacter pylori P12	Bacteria	Proteobacteria	delta/epsilon subdivisions	HPP12	NC_011499.1	CP001218	10.225	35.0513	10	-	-	-	10	-
Helicobacter pylori PeCan4	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPPC4	NC_014556.1	CP002075	8.712	32.8972	8	-	-	-	8	-
Helicobacter pylori Puno120	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPPN120	NC_017377.1	CP002981	12.783	35.7741	15	-	-	-	15	-
Helicobacter pylori Sat464	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPSAT464	NC_017356.1	CP002072	7.228	33.5224	6	-	-	-	6	-
Helicobacter pylori SNT49 Santal49	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPSNT	NC_017380.1	CP002984	3.253	37.3809	4	-	-	-	4	-
Helicobacter pylori SouthAfrica7	Bacteria	Proteobacteria	delta/epsilon subdivisions	unnamed	NC_017373.1	CP002337	25.916	33.7475	29	-	-	-	29	-
Helicobacter pylori v225d	Bacteria	Proteobacteria	delta/epsilon subdivisions	pHPv225d	NC_017383.1	CP001583	7.326	32.8829	9	-	-	-	9	-
Helicobacter pylori XZ274	Bacteria	Proteobacteria	delta/epsilon subdivisions	pXZ274	NC_017919.1	CP003420	22.406	31.7817	26	-	-	-	26	-
Herpetosiphon aurantiacus DSM 785 ATCC 23779	Bacteria	Chloroflexi	Chloroflexia	pHAU01	NC_009973.1	CP000876	339.639	53.6767	231	-	-	-	233	2
Herpetosiphon aurantiacus DSM 785 ATCC 23779	Bacteria	Chloroflexi	Chloroflexia	pHAU02	NC_009974.1	CP000877	99.204	53.0704	71	-	-	-	71	-
Hirschia baltica ATCC 49814	Bacteria	Proteobacteria	Alphaproteobacteria	pHbal01	NC_012983.1	CP001679	84.492	43.5402	68	-	-	-	68	-
Histophilus somni 9L	Bacteria	Proteobacteria	Gammaproteobacteria	p9L	NC_004345.1	AF546882	1.338	43.6472	1	-	-	-	1	-
Histophilus somni	Bacteria	Proteobacteria	Gammaproteobacteria	small plasmid	NC_002664.1	AF318175	1.065	39.2488	1	-	-	-	1	-
Hymenobacter sp. APR13	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHB	-	CP006589.1	14.081	54.7262	9	-	-	-	9	-
Hymenobacter sp. APR13	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHC	-	CP006590.1	3.975	47.2201	3	-	-	-	3	-
Hymenobacter sp. APR13	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHA	-	CP006588.1	121.544	59.6212	111	-	-	-	111	-
Hymenobacter swuensis DY53	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHsw2	-	CP007143.1	41.562	53.265	43	-	-	-	43	-
Hymenobacter swuensis DY53	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHsw1	-	CP007144.1	299.298	59.7732	262	-	-	-	262	-
Hymenobacter swuensis DY53	Bacteria	Bacteroidetes/Chlorobi group	Bacteroidetes	pHsw3	-	CP007146.1	6.969	56.7513	6	-	-	-	6	-
Ilyobacter polytropus DSM 2926	Bacteria	Fusobacteria	Fusobacteriia	pILYOP01	NC_014633.1	CP002282	961.624	34.2544	882	6	34	-	939	17
Ilyobacter polytropus DSM 2926	Bacteria	Fusobacteria	Fusobacteriia	pILYOP02	NC_014634.1	CP002283	124.226	32.4409	109	-	-	-	127	18
Isosphaera pallida ATCC 43644	Bacteria	Planctomycetes	Planctomycetia	pISOP01	NC_014957.1	CP002354	56.34	66.9968	32	-	-	-	32	-
Jannaschia sp. CCS1	Bacteria	Proteobacteria	Alphaproteobacteria	plasmid1	NC_007801.1	CP000265	86.072	57.8144	71	-	-	-	71	-
Ketogulonicigenium vulgare WSH-001	Bacteria	Proteobacteria	Alphaproteobacteria	2	NC_017385.1	CP002020	242.715	62.582	215	-	-	-	215	-
Ketogulonicigenium vulgare WSH-001	Bacteria	Proteobacteria	Alphaproteobacteria	1	NC_017386.1	CP002019	267.986	61.3252	243	3	3	-	250	-
Ketogulonicigenium vulgare Y25	Bacteria	Proteobacteria	Alphaproteobacteria	pYP1	NC_014621.1	CP002225	268.675	61.3526	249	3	3	-	262	7
Ketogulonicigenium vulgare Y25	Bacteria	Proteobacteria	Alphaproteobacteria	pYP12	NC_014626.1	CP002226	243.645	62.6337	220	-	-	-	227	7
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	Bacteria	Actinobacteria	Actinobacteria	pKRAD02	NC_009660.1	CP000752	12.917	72.2614	17	-	-	-	17	-
Kineococcus radiotolerans SRS30216 = ATCC BAA-149	Bacteria	Actinobacteria	Actinobacteria	pKRAD01	NC_009806.1	CP000751	182.572	69.4334	184	-	-	-	185	1
Klebsiella oxytoca 09201	Bacteria	Proteobacteria	Gammaproteobacteria	pINCan01	NC_019286.1	JN596279	6.061	55.1724	7	-	-	-	7	-
Klebsiella oxytoca KOX105	Bacteria	Proteobacteria	Gammaproteobacteria	pKOX105	NC_014208.1	HM126016	54.641	51.8237	70	-	-	-	70	-
Klebsiella oxytoca M1	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 2	-	CP008843.1	183.015	53.0273	188	-	-	-	190	2
Klebsiella oxytoca M1	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 4	-	CP008845.1	3.514	54.3825	4	-	-	-	4	-
Klebsiella oxytoca M1	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 1	-	CP008842.1	204.468	52.0468	195	-	-	-	203	8
Klebsiella oxytoca M1	Bacteria	Proteobacteria	Gammaproteobacteria	unnamed 3	-	CP008844.1	55.298	53.1014	54	-	-	2	56	-
Klebsiella oxytoca E718	Bacteria	Proteobacteria	Gammaproteobacteria	pKOX_NDM1	NC_021501.1	JQ314407	110.781	54.8479	114	-	-	-	114	-
Klebsiella oxytoca E718	Bacteria	Proteobacteria	Gammaproteobacteria	pKOX_R1	NC_018107.1	CP003684	353.865	47.5198	208	-	-	-	208	-
Klebsiella oxytoca KONIH1	Bacteria	Proteobacteria	Gammaproteobacteria	pKPC-727	-	CP008791.1	205.586	53.8962	227	-	-	-	229	2
Klebsiella oxytoca KONIH1	Bacteria	Proteobacteria	Gammaproteobacteria	pKOX-86d	-	CP008790.1	193.725	51.5845	210	-	-	-	212	2
Klebsiella oxytoca KONIH1	Bacteria	Proteobacteria	Gammaproteobacteria	pKOX-137	-	CP008789.1	133.397	52.1196	140	-	-	-	147	7
Klebsiella pneumoniae LS6	Bacteria	Proteobacteria	Gammaproteobacteria	ColE-LS6	NC_021666.1	JX442973	14.709	53.8582	14	-	-	-	14	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021364.1	KF017319	5.488	49.672	11	-	-	-	11	-
Klebsiella pneumoniae N11-0042	Bacteria	Proteobacteria	Gammaproteobacteria	pKp11-42	NC_022609.1	KF295829	146.695	53.2881	121	-	-	-	121	-
Klebsiella pneumoniae K18An	Bacteria	Proteobacteria	Gammaproteobacteria	pK18An	NC_020088.1	HF545435	51.16	51.3194	71	-	-	-	69	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1870-kpc	NC_023905.1	KF874498	116.047	53.9962	106	-	-	-	106	-
Klebsiella pneumoniae NDM-1saitama01	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-1saitama01	NC_021180.1	AB759690	49.441	48.8137	53	-	-	-	53	-
Klebsiella pneumoniae LS6	Bacteria	Proteobacteria	Gammaproteobacteria	pKN-LS6	NC_021654.1	JX442974	245.869	52.8147	159	-	-	-	164	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKlebB-k17/80	NC_002610.1	AF156893	5.258	49.2773	5	-	-	2	7	-
Klebsiella pneumoniae Kp002	Bacteria	Proteobacteria	Gammaproteobacteria	pJEG011	NC_021078.1	KC354801	71.446	50.5823	78	-	-	-	85	-
Klebsiella pneumoniae 0773	Bacteria	Proteobacteria	Gammaproteobacteria	pKpn114	NC_011640.1	EU932690	4.211	41.7241	5	-	-	2	9	2
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021360.1	KF017321	2.33	53.4335	6	-	-	-	6	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1780	NC_021576.1	JX424614	49.77	53.038	43	-	-	-	46	-
Klebsiella pneumoniae HS062105	Bacteria	Proteobacteria	Gammaproteobacteria	pHS062105-3	NC_023331.1	KF623109	42.848	49.7269	36	-	-	-	36	-
Klebsiella pneumoniae FC1	Bacteria	Proteobacteria	Gammaproteobacteria	pMET-1	NC_010726.1	EU383016	41.723	48.2803	41	-	-	-	41	-
Klebsiella pneumoniae NK245	Bacteria	Proteobacteria	Gammaproteobacteria	pK245	NC_010886.1	DQ449578	98.264	51.7931	90	-	-	-	90	-
Klebsiella pneumoniae Kp002	Bacteria	Proteobacteria	Gammaproteobacteria	pJEG012	NC_021079.1	KC354802	41.919	43.2548	50	-	-	-	54	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021359.1	KF017320	3.809	50.1444	-	-	-	-	-	-
Klebsiella pneumoniae KPS77	Bacteria	Proteobacteria	Gammaproteobacteria	pKPS77	NC_023330.1	KF954150	45.867	54.0345	46	-	-	-	47	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pTR4	NC_019163.1	JQ349085	41.187	50.8073	52	-	-	-	53	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN_CZ	NC_019390.1	JX424424	207.819	53.3849	168	-	-	-	171	3
Klebsiella pneumoniae U3156199	Bacteria	Proteobacteria	Gammaproteobacteria	pAAC154	NC_019156.1	JF828150	15.101	53.5461	16	-	-	-	18	-
Klebsiella pneumoniae BK31567	Bacteria	Proteobacteria	Gammaproteobacteria	pBK31567	NC_019899.1	JX193302	47.387	48.9987	54	-	-	-	54	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP1-NDM-1	NC_023908.1	KF992018	137.538	51.9566	126	-	-	-	126	-
Klebsiella pneumoniae Kpn557	Bacteria	Proteobacteria	Gammaproteobacteria	pKpQIL	NC_014016.1	GU595196	113.637	53.9261	121	-	-	-	121	-
Klebsiella pneumoniae ST258	Bacteria	Proteobacteria	Gammaproteobacteria	pKpQIL-IT	NC_019155.1	JN233705	115.3	53.8508	108	-	-	-	108	-
Klebsiella pneumoniae NL194	Bacteria	Proteobacteria	Gammaproteobacteria	pNL194	NC_014368.1	GU585907	79.307	53.1202	83	-	-	-	91	-
Klebsiella pneumoniae 2kI	Bacteria	Proteobacteria	Gammaproteobacteria	pKPN2	NC_005018.1	AF300473	4.196	42.898	2	-	-	-	2	-
Klebsiella pneumoniae 9	Bacteria	Proteobacteria	Gammaproteobacteria	9	NC_011383.1	FJ223607	70.655	54.2934	87	-	-	-	87	-
Klebsiella pneumoniae ST23	Bacteria	Proteobacteria	Gammaproteobacteria	pKP007	NC_023333.1	KF719971	246.176	52.4324	215	-	-	-	219	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pRMH760	NC_023898.1	KF976462	170.613	52.3712	155	-	-	-	158	-
Klebsiella pneumoniae U-0608239	Bacteria	Proteobacteria	Gammaproteobacteria	pUUH239.1	NC_016979.1	CP002473	5.247	49.2472	6	-	-	-	6	-
Klebsiella pneumoniae Kp11978	Bacteria	Proteobacteria	Gammaproteobacteria	pOXA-48	NC_019154.1	JN626286	61.881	51.1062	72	-	-	-	74	-
Klebsiella pneumoniae CRE380	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-HN380	NC_019162.1	JX104760	54.035	49.0386	52	-	-	-	54	2
Klebsiella pneumoniae Kp7	Bacteria	Proteobacteria	Gammaproteobacteria	pNDM-KN	NC_019153.1	JN157804	162.746	51.8366	137	-	-	-	137	-
Klebsiella pneumoniae KF3	Bacteria	Proteobacteria	Gammaproteobacteria	pKF3-140	NC_013951.1	FJ876827	147.416	52.4638	196	-	-	-	196	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	ColEST258	NC_019159.1	JN247853	13.636	53.7034	12	-	-	-	12	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKP53IL	NC_021356.1	KF017315	33.76	53.5278	40	-	-	-	40	-
Klebsiella pneumoniae	Bacteria	Proteobacteria	Gammaproteobacteria	pKPoxa-48N2	NC_021502.1	KC757417	167.203	51.956	167	-	-	-	167	-
Klebsiella pneumoniae BB1088	Bacteria	Proteobacteria	Gammaproteobacteria	pB1019	NC_019988.1	JQ319775	5.225	49.7416	6	-	-	-	6	-
Klebsiella pneumoniae 0773	Bacteria	Proteobacteria	Gammaproteobacteria	pCTXM360	NC_011641.1	EU938349	68.018	51.4114	75	-	-	-	79	4
